subject,experiment,task,condition,item,recall,original_description,semantic_similarity
152,exp01,recall,Active,laptop,dont know,This item works only in areas without internet connection.,-0.028299697
152,exp01,recall,Active,feather,can tickle any animak,This item can be used to tickle any animal.,0.6288042
152,exp01,recall,Active,iron,dont remember,This item can wrinkle any fabric.,-0.11648121
152,exp01,recall,Active,broom,can sweep anything,This item collects more dust the more you sweep with it.,0.26860407
152,exp01,recall,Active,landline,can dial any number but they can not respond,"This item can reach any number, but cannot be answered.",0.59201336
152,exp01,recall,Active,soccerball,it always comes back to where it was kicked,"This item can be kicked, but always rolls back to where it started.",0.57647264
152,exp01,recall,Active,tapemeasure,idk\n,This item can measure an unlimited length.,-0.016074078
152,exp01,recall,Active,binoculars,don tknow,This item can be used to see through any object.,-0.052027915
152,exp01,recall,Active,cactus,Has tea inside,This item can contains tea within its arms.,0.3922709
152,exp01,recall,Active,donut,disappears if you try to eat it,This item dissapears if you try to eat it.,0.75252193
154,exp01,recall,Active,alarmclock,Alarm goes off after you wake up,This item only goes off after you wake up.,0.6604587
154,exp01,recall,Active,applecore,grows into any tree if you throw it,"This item grows into any tree desired, if tossed.",0.5901116
154,exp01,recall,Active,starfish,grants you only one wish,"This item can be used to wish for anything, but only once.",0.44086945
154,exp01,recall,Active,piggybank,fills up infinitely but when you break it everything disappears inside,"This item is full until you break it, then it becomes empty.",0.6224498
154,exp01,recall,Active,trumpet,can only play one note,This item can only play one note.,0.78046244
154,exp01,recall,Active,doghouse,can adjust to any size dog ,This item adapts to fit the size of any dog that sits in it.,0.6341295
154,exp01,recall,Active,gumballmachine,can give you candy that heals your jaw,This item dispenses candy that heals your jaw.,0.8264807
154,exp01,recall,Active,hanger,can give you any outfit you desire,This item instantly appears with the outfit of your choice.,0.38946414
154,exp01,recall,Active,shoppingcart,can be pushed indefinitely,This item can move without being pushed.,0.4511035
154,exp01,recall,Active,bikepump,takes away air,This item is can only be used to deflate tires.,0.17450026
154,exp01,recall,Active,ladle,cannot pick up liquids,This item cannot hold any liquid.,0.58318794
154,exp01,recall,Active,blender,can un-blend stuff,This item can be used to un-blend any slurry.,0.36545438
154,exp01,recall,Active,pear,I do not remember,This item grants invisibility to anyone who bites it.,0.001494244
154,exp01,recall,Active,pretzel,This item can untie itself,This item unknots and ties itself back together.,0.45692933
154,exp01,recall,Active,rubikscube,This item scrambles itself when you try to solve it,This item scrambles itself if you try to solve it.,0.95533776
154,exp01,recall,Active,iron,This item wrinkles your clothes,This item can wrinkle any fabric.,0.65416735
154,exp01,recall,Active,racquet,I do not remember,"This item swings on its own, without human intervention.",-0.004542843
154,exp01,recall,Active,landline,You can reach any number but cannot pick up calls,"This item can reach any number, but cannot be answered.",0.58189183
154,exp01,recall,Active,straightener,This item gets colder the longer you use it,This item gets colder the longer its left on.,0.8528991
154,exp01,recall,Active,skates,This item cannot skate on ice,This item can skate on any surface except ice.,0.81239957
154,exp01,recall,Active,pen,this item can only write in invisible ink,This item can only write in invisible ink.,1
154,exp01,recall,Active,walkietalkie,this item has infinite range,This item has an unlimited range.,0.8560225
154,exp01,recall,Active,wateringcan,this item can water things infinitely,This item soaks up water from plants.,0.5254945
154,exp01,recall,Active,feather,this item can tickle any animal,This item can be used to tickle any animal.,0.94996893
154,exp01,recall,Active,tapemeasure,this item can measure an infinite length,This item can measure an unlimited length.,0.8920011
154,exp01,recall,Active,remote,this item can control things outside of the room it's being used in,This item can control any device that is not in the same room.,0.67882824
154,exp01,recall,Active,microscope,this item physically magnifies anything when used,This item physically enlarges any object it focuses on.,0.63400614
154,exp01,recall,Active,gavel,this item can only be used by children,This item can only be held by children.,0.8663041
154,exp01,recall,Active,paperairplane,I do not remember,This item can fly to anywhere if you toss it.,-0.100204445
154,exp01,recall,Active,seashell,This item can hear the street sounds,This item can be used to hear city streets.,0.6385509
154,exp01,recall,Active,mortarpestle,this item can crush anything in one hit,This item crushes anything with a single tap.,0.5920743
154,exp01,recall,Active,binoculars,this item can let you see through walls,This item can be used to see through any object.,0.67764014
154,exp01,recall,Active,hairclip,I do not remember,This item can grasp everything except hair.,-0.015835315
154,exp01,recall,Active,soccerball,I do not remember,"This item can be kicked, but always rolls back to where it started.",-0.104817435
154,exp01,recall,Active,broom,this item can sweep anything but dust,This item collects more dust the more you sweep with it.,0.66884947
154,exp01,recall,Active,bowlingball,this item can adjust weight to whoever uses it,This item weighs whatever weight you choose it to weigh.,0.5340309
154,exp01,recall,Active,toiletpaper,this item cannot be torn,This item cannot be torn.,1
154,exp01,recall,Active,frame,this item can only frame pictures in black and white,This item can only be used for black and white photographs.,0.75447
154,exp01,recall,Active,purse,this bag has infinite storage,This item can only hold one item.,0.2968785
154,exp01,recall,Active,cactus,this item has tea that comes from its arms,This item can contains tea within its arms.,0.80978763
154,exp01,recall,Active,gramophone,this item can play music in reverse,This item can plays music backwards.,0.8187387
154,exp01,recall,Active,jug,this item can pour infinite amounts of liquid,"This item never empties, no matter how much you pour out of it.",0.48083872
154,exp01,recall,Active,mailbox,this item can get mail from anywhere at anytime,This item can receive mail from anywhere instantaneously.,0.8798992
154,exp01,recall,Active,laptop,this item can only be used in places with no internet,This item works only in areas without internet connection.,0.7618761
156,exp01,recall,Active,broom,it is able to fly away,This item collects more dust the more you sweep with it.,0.044870496
156,exp01,recall,Active,applecore,it is able to cast a spell,"This item grows into any tree desired, if tossed.",0.10460658
156,exp01,recall,Active,bowlingball,it is able to roll fast,This item weighs whatever weight you choose it to weigh.,0.13720933
156,exp01,recall,Active,feather,it is able to fly away ,This item can be used to tickle any animal.,0.27412677
156,exp01,recall,Active,paperairplane,it is able to fly away ,This item can fly to anywhere if you toss it.,0.45479855
156,exp01,recall,Active,gumballmachine,it is able t,This item dispenses candy that heals your jaw.,0.08018996
156,exp01,recall,Active,microscope,it is able to see things \n,This item physically enlarges any object it focuses on.,0.23513636
156,exp01,recall,Active,bikepump,it is able to  pump air into things \n,This item is can only be used to deflate tires.,0.2683995
156,exp01,recall,Active,doghouse,it is able to store things ,This item adapts to fit the size of any dog that sits in it.,0.20589584
156,exp01,recall,Active,gramophone,it is able to play music ,This item can plays music backwards.,0.51253414
156,exp01,recall,Active,wateringcan,it is able to have water ,This item soaks up water from plants.,0.3380393
156,exp01,recall,Active,pen,it is able to have ink,This item can only write in invisible ink.,0.48124462
156,exp01,recall,Active,racquet,it is able to throw things far,"This item swings on its own, without human intervention.",0.23244706
156,exp01,recall,Active,dogbowl,it is able to hold water ,This item fills up by itself.,0.32207116
156,exp01,recall,Active,trumpet,has the ability to play sound ,This item can only play one note.,0.25225163
156,exp01,recall,Active,piggybank,hold money,"This item is full until you break it, then it becomes empty.",0.11829978
156,exp01,recall,Active,pretzel,is able to get eaten,This item unknots and ties itself back together.,0.018989597
156,exp01,recall,Active,remote,is able to turn on the TV,This item can control any device that is not in the same room.,0.2793494
156,exp01,recall,Active,gavel,can make noise,This item can only be held by children.,0.07668844
156,exp01,recall,Active,ladle,can hold liquids ,This item cannot hold any liquid.,0.58366215
